"usual,proper,complete,1,convenient,convenient,nonprob,recommended,recommend"
"usual,improper,incomplete,1,critical,inconv,nonprob,priority,priority"
"usual,improper,incomplete,1,critical,inconv,nonprob,not_recom,not_recom"
"usual,improper,incomplete,1,critical,inconv,slightly_prob,recommended,priority"
"usual,improper,incomplete,1,critical,inconv,slightly_prob,priority,priority"
"usual,improper,incomplete,1,critical,inconv,slightly_prob,not_recom,not_recom"
"usual,improper,incomplete,1,critical,inconv,problematic,recommended,priority"
"usual,improper,incomplete,1,critical,inconv,problematic,priority,priority"
"usual,improper,incomplete,1,critical,inconv,problematic,not_recom,not_recom"
"usual,improper,incomplete,2,convenient,convenient,nonprob,recommended,very_recom"
"usual,improper,incomplete,2,convenient,convenient,nonprob,priority,priority"
"usual,improper,incomplete,2,convenient,convenient,nonprob,not_recom,not_recom"
"usual,improper,incomplete,2,convenient,convenient,slightly_prob,recommended,very_recom"
"usual,improper,incomplete,2,convenient,convenient,slightly_prob,priority,priority"
"usual,improper,incomplete,2,convenient,convenient,slightly_prob,not_recom,not_recom"
"usual,improper,incomplete,2,convenient,convenient,problematic,recommended,priority"
"usual,improper,incomplete,2,convenient,convenient,problematic,priority,priority"
"usual,improper,incomplete,2,convenient,convenient,problematic,not_recom,not_recom"
"usual,improper,incomplete,2,convenient,inconv,nonprob,recommended,priority"
"usual,improper,incomplete,2,convenient,inconv,nonprob,priority,priority"
"usual,improper,incomplete,2,convenient,inconv,nonprob,not_recom,not_recom"
"usual,improper,incomplete,2,convenient,inconv,slightly_prob,recommended,priority"
"usual,improper,incomplete,2,convenient,inconv,slightly_prob,priority,priority"
"usual,improper,incomplete,2,convenient,inconv,slightly_prob,not_recom,not_recom"
"usual,improper,incomplete,2,convenient,inconv,problematic,recommended,priority"
"usual,improper,incomplete,2,convenient,inconv,problematic,priority,priority"
"usual,improper,incomplete,2,convenient,inconv,problematic,not_recom,not_recom"
"usual,improper,incomplete,2,less_conv,convenient,nonprob,recommended,priority"
"usual,improper,incomplete,2,less_conv,convenient,nonprob,priority,priority"
"usual,improper,incomplete,2,less_conv,convenient,nonprob,not_recom,not_recom"
"usual,improper,incomplete,2,less_conv,convenient,slightly_prob,recommended,priority"
"usual,improper,incomplete,2,less_conv,convenient,slightly_prob,priority,priority"
"usual,improper,incomplete,2,less_conv,convenient,slightly_prob,not_recom,not_recom"
"usual,improper,incomplete,2,less_conv,convenient,problematic,recommended,priority"
"usual,improper,incomplete,2,less_conv,convenient,problematic,priority,priority"
"usual,improper,incomplete,2,less_conv,convenient,problematic,not_recom,not_recom"
"usual,improper,incomplete,2,less_conv,inconv,nonprob,recommended,priority"
"usual,improper,incomplete,2,less_conv,inconv,nonprob,priority,priority"
"usual,improper,incomplete,2,less_conv,inconv,nonprob,not_recom,not_recom"
"usual,improper,incomplete,2,less_conv,inconv,slightly_prob,recommended,priority"
"usual,improper,incomplete,2,less_conv,inconv,slightly_prob,priority,priority"
"usual,improper,incomplete,2,less_conv,inconv,slightly_prob,not_recom,not_recom"
"usual,improper,incomplete,2,less_conv,inconv,problematic,recommended,priority"
"usual,improper,incomplete,2,less_conv,inconv,problematic,priority,priority"
"usual,improper,incomplete,2,less_conv,inconv,problematic,not_recom,not_recom"
"usual,improper,incomplete,2,critical,convenient,nonprob,recommended,priority"
"usual,improper,incomplete,2,critical,convenient,nonprob,priority,priority"
"usual,improper,incomplete,2,critical,convenient,nonprob,not_recom,not_recom"
"usual,improper,incomplete,2,critical,convenient,slightly_prob,recommended,priority"
"usual,improper,incomplete,2,critical,convenient,slightly_prob,priority,priority"
"usual,improper,incomplete,2,critical,convenient,slightly_prob,not_recom,not_recom"
"usual,improper,incomplete,2,critical,convenient,problematic,recommended,priority"
"usual,improper,incomplete,2,critical,convenient,problematic,priority,priority"
"usual,improper,incomplete,2,critical,convenient,problematic,not_recom,not_recom"
"usual,improper,incomplete,2,critical,inconv,nonprob,recommended,priority"
"usual,improper,incomplete,2,critical,inconv,nonprob,priority,priority"
"usual,improper,incomplete,2,critical,inconv,nonprob,not_recom,not_recom"
"usual,improper,incomplete,2,critical,inconv,slightly_prob,recommended,priority"
"usual,improper,incomplete,2,critical,inconv,slightly_prob,priority,priority"
"usual,improper,incomplete,2,critical,inconv,slightly_prob,not_recom,not_recom"
"usual,improper,incomplete,2,critical,inconv,problematic,recommended,priority"
"usual,improper,incomplete,2,critical,inconv,problematic,priority,priority"
"usual,improper,incomplete,2,critical,inconv,problematic,not_recom,not_recom"
"usual,improper,incomplete,3,convenient,convenient,nonprob,recommended,very_recom"
"usual,improper,incomplete,3,convenient,convenient,nonprob,priority,priority"
"usual,improper,incomplete,3,convenient,convenient,nonprob,not_recom,not_recom"
"usual,improper,incomplete,3,convenient,convenient,slightly_prob,recommended,very_recom"
"usual,improper,incomplete,3,convenient,convenient,slightly_prob,priority,priority"
"usual,improper,incomplete,3,convenient,convenient,slightly_prob,not_recom,not_recom"
"usual,improper,incomplete,3,convenient,convenient,problematic,recommended,priority"
"usual,improper,incomplete,3,convenient,convenient,problematic,priority,priority"
"usual,improper,incomplete,3,convenient,convenient,problematic,not_recom,not_recom"
"usual,improper,incomplete,3,convenient,inconv,nonprob,recommended,priority"
"usual,improper,incomplete,3,convenient,inconv,nonprob,priority,priority"
"usual,improper,incomplete,3,convenient,inconv,nonprob,not_recom,not_recom"
"usual,improper,incomplete,3,convenient,inconv,slightly_prob,recommended,priority"
"usual,improper,incomplete,3,convenient,inconv,slightly_prob,priority,priority"
"usual,improper,incomplete,3,convenient,inconv,slightly_prob,not_recom,not_recom"
"usual,improper,incomplete,3,convenient,inconv,problematic,recommended,priority"
"usual,improper,incomplete,3,convenient,inconv,problematic,priority,priority"
"usual,improper,incomplete,3,convenient,inconv,problematic,not_recom,not_recom"
"usual,improper,incomplete,3,less_conv,convenient,nonprob,recommended,priority"
"usual,improper,incomplete,3,less_conv,convenient,nonprob,priority,priority"
"usual,improper,incomplete,3,less_conv,convenient,nonprob,not_recom,not_recom"
"usual,improper,incomplete,3,less_conv,convenient,slightly_prob,recommended,priority"
"usual,improper,incomplete,3,less_conv,convenient,slightly_prob,priority,priority"
"usual,improper,incomplete,3,less_conv,convenient,slightly_prob,not_recom,not_recom"
"usual,improper,incomplete,3,less_conv,convenient,problematic,recommended,priority"
"usual,improper,incomplete,3,less_conv,convenient,problematic,priority,priority"
"usual,improper,incomplete,3,less_conv,convenient,problematic,not_recom,not_recom"
"usual,improper,incomplete,3,less_conv,inconv,nonprob,recommended,priority"
"usual,improper,incomplete,3,less_conv,inconv,nonprob,priority,priority"
"usual,improper,incomplete,3,less_conv,inconv,nonprob,not_recom,not_recom"
"usual,improper,incomplete,3,less_conv,inconv,slightly_prob,recommended,priority"
"usual,improper,incomplete,3,less_conv,inconv,slightly_prob,priority,priority"
"usual,improper,incomplete,3,less_conv,inconv,slightly_prob,not_recom,not_recom"
"usual,improper,incomplete,3,less_conv,inconv,problematic,recommended,priority"
"usual,improper,incomplete,3,less_conv,inconv,problematic,priority,priority"
"usual,improper,incomplete,3,less_conv,inconv,problematic,not_recom,not_recom"
"usual,improper,incomplete,3,critical,convenient,nonprob,recommended,priority"
"usual,improper,incomplete,3,critical,convenient,nonprob,priority,priority"
"usual,improper,incomplete,3,critical,convenient,nonprob,not_recom,not_recom"
"usual,improper,incomplete,3,critical,convenient,slightly_prob,recommended,priority"
"usual,improper,incomplete,3,critical,convenient,slightly_prob,priority,priority"
"usual,improper,incomplete,3,critical,convenient,slightly_prob,not_recom,not_recom"
"usual,improper,incomplete,3,critical,convenient,problematic,recommended,priority"
"usual,improper,incomplete,3,critical,convenient,problematic,priority,priority"
"usual,improper,incomplete,3,critical,convenient,problematic,not_recom,not_recom"
"usual,improper,incomplete,3,critical,inconv,nonprob,recommended,priority"
"usual,improper,incomplete,3,critical,inconv,nonprob,priority,priority"
"usual,improper,incomplete,3,critical,inconv,nonprob,not_recom,not_recom"
"usual,improper,incomplete,3,critical,inconv,slightly_prob,recommended,priority"
"usual,improper,incomplete,3,critical,inconv,slightly_prob,priority,priority"
"usual,improper,incomplete,3,critical,inconv,slightly_prob,not_recom,not_recom"
"usual,improper,incomplete,3,critical,inconv,problematic,recommended,priority"
"usual,improper,incomplete,3,critical,inconv,problematic,priority,priority"
"usual,improper,incomplete,3,critical,inconv,problematic,not_recom,not_recom"
"usual,improper,incomplete,more,convenient,convenient,nonprob,recommended,very_recom"
"usual,improper,incomplete,more,convenient,convenient,nonprob,priority,priority"
"usual,improper,incomplete,more,convenient,convenient,nonprob,not_recom,not_recom"
"usual,improper,incomplete,more,convenient,convenient,slightly_prob,recommended,very_recom"
"usual,improper,incomplete,more,convenient,convenient,slightly_prob,priority,priority"
"usual,improper,incomplete,more,convenient,convenient,slightly_prob,not_recom,not_recom"
"usual,improper,incomplete,more,convenient,convenient,problematic,recommended,priority"
"usual,improper,incomplete,more,convenient,convenient,problematic,priority,priority"
"usual,improper,incomplete,more,convenient,convenient,problematic,not_recom,not_recom"
"usual,improper,incomplete,more,convenient,inconv,nonprob,recommended,priority"
"usual,improper,incomplete,more,convenient,inconv,nonprob,priority,priority"
"usual,improper,incomplete,more,convenient,inconv,nonprob,not_recom,not_recom"
"usual,improper,incomplete,more,convenient,inconv,slightly_prob,recommended,priority"
"usual,improper,incomplete,more,convenient,inconv,slightly_prob,priority,priority"
"usual,improper,incomplete,more,convenient,inconv,slightly_prob,not_recom,not_recom"
"usual,improper,incomplete,more,convenient,inconv,problematic,recommended,priority"
"usual,improper,incomplete,more,convenient,inconv,problematic,priority,priority"
"usual,improper,incomplete,more,convenient,inconv,problematic,not_recom,not_recom"
"usual,improper,incomplete,more,less_conv,convenient,nonprob,recommended,priority"
"usual,improper,incomplete,more,less_conv,convenient,nonprob,priority,priority"
"usual,improper,incomplete,more,less_conv,convenient,nonprob,not_recom,not_recom"
"usual,improper,incomplete,more,less_conv,convenient,slightly_prob,recommended,priority"
"usual,improper,incomplete,more,less_conv,convenient,slightly_prob,priority,priority"
"usual,improper,incomplete,more,less_conv,convenient,slightly_prob,not_recom,not_recom"
"usual,improper,incomplete,more,less_conv,convenient,problematic,recommended,priority"
"usual,improper,incomplete,more,less_conv,convenient,problematic,priority,priority"
"usual,improper,incomplete,more,less_conv,convenient,problematic,not_recom,not_recom"
"usual,improper,incomplete,more,less_conv,inconv,nonprob,recommended,priority"
"usual,improper,incomplete,more,less_conv,inconv,nonprob,priority,priority"
"usual,improper,incomplete,more,less_conv,inconv,nonprob,not_recom,not_recom"
"usual,improper,incomplete,more,less_conv,inconv,slightly_prob,recommended,priority"
"usual,improper,incomplete,more,less_conv,inconv,slightly_prob,priority,priority"
"usual,improper,incomplete,more,less_conv,inconv,slightly_prob,not_recom,not_recom"
"usual,improper,incomplete,more,less_conv,inconv,problematic,recommended,priority"
"usual,improper,incomplete,more,less_conv,inconv,problematic,priority,priority"
"usual,improper,incomplete,more,less_conv,inconv,problematic,not_recom,not_recom"
"usual,improper,incomplete,more,critical,convenient,nonprob,recommended,priority"
"usual,improper,incomplete,more,critical,convenient,nonprob,priority,priority"
"usual,improper,incomplete,more,critical,convenient,nonprob,not_recom,not_recom"
"usual,improper,incomplete,more,critical,convenient,slightly_prob,recommended,priority"
"usual,improper,incomplete,more,critical,convenient,slightly_prob,priority,priority"
"usual,improper,incomplete,more,critical,convenient,slightly_prob,not_recom,not_recom"
"usual,improper,incomplete,more,critical,convenient,problematic,recommended,priority"
"usual,improper,incomplete,more,critical,convenient,problematic,priority,priority"
"usual,improper,incomplete,more,critical,convenient,problematic,not_recom,not_recom"
"usual,improper,incomplete,more,critical,inconv,nonprob,recommended,priority"
"usual,improper,incomplete,more,critical,inconv,nonprob,priority,priority"
"usual,improper,incomplete,more,critical,inconv,nonprob,not_recom,not_recom"
"usual,improper,incomplete,more,critical,inconv,slightly_prob,recommended,priority"
"usual,improper,incomplete,more,critical,inconv,slightly_prob,priority,priority"
"usual,improper,incomplete,more,critical,inconv,slightly_prob,not_recom,not_recom"
"usual,improper,incomplete,more,critical,inconv,problematic,recommended,priority"
"usual,improper,incomplete,more,critical,inconv,problematic,priority,priority"
"usual,improper,incomplete,more,critical,inconv,problematic,not_recom,not_recom"
"usual,improper,foster,1,convenient,convenient,nonprob,recommended,very_recom"
"usual,improper,foster,1,convenient,convenient,nonprob,priority,priority"
"usual,improper,foster,1,convenient,convenient,nonprob,not_recom,not_recom"
"usual,improper,foster,1,convenient,convenient,slightly_prob,recommended,very_recom"
"usual,improper,foster,1,convenient,convenient,slightly_prob,priority,priority"
"usual,improper,foster,1,convenient,convenient,slightly_prob,not_recom,not_recom"
"usual,improper,foster,1,convenient,convenient,problematic,recommended,priority"
"usual,improper,foster,1,convenient,convenient,problematic,priority,priority"
"usual,improper,foster,1,convenient,convenient,problematic,not_recom,not_recom"
"usual,improper,foster,1,convenient,inconv,nonprob,recommended,priority"
"usual,improper,foster,1,convenient,inconv,nonprob,priority,priority"
"usual,improper,foster,1,convenient,inconv,nonprob,not_recom,not_recom"
"usual,improper,foster,1,convenient,inconv,slightly_prob,recommended,priority"
"usual,improper,foster,1,convenient,inconv,slightly_prob,priority,priority"
"usual,improper,foster,1,convenient,inconv,slightly_prob,not_recom,not_recom"
"usual,improper,foster,1,convenient,inconv,problematic,recommended,priority"
"usual,improper,foster,1,convenient,inconv,problematic,priority,priority"
"usual,improper,foster,1,convenient,inconv,problematic,not_recom,not_recom"
"usual,improper,foster,1,less_conv,convenient,nonprob,recommended,priority"
"usual,improper,foster,1,less_conv,convenient,nonprob,priority,priority"
"usual,improper,foster,1,less_conv,convenient,nonprob,not_recom,not_recom"
"usual,improper,foster,1,less_conv,convenient,slightly_prob,recommended,priority"
"usual,improper,foster,1,less_conv,convenient,slightly_prob,priority,priority"
"usual,improper,foster,1,less_conv,convenient,slightly_prob,not_recom,not_recom"
"usual,improper,foster,1,less_conv,convenient,problematic,recommended,priority"
"usual,improper,foster,1,less_conv,convenient,problematic,priority,priority"
"usual,improper,foster,1,less_conv,convenient,problematic,not_recom,not_recom"
"usual,improper,foster,1,less_conv,inconv,nonprob,recommended,priority"
"usual,improper,foster,1,less_conv,inconv,nonprob,priority,priority"
"usual,improper,foster,1,less_conv,inconv,nonprob,not_recom,not_recom"
"usual,improper,foster,1,less_conv,inconv,slightly_prob,recommended,priority"
"usual,improper,foster,1,less_conv,inconv,slightly_prob,priority,priority"
"usual,improper,foster,1,less_conv,inconv,slightly_prob,not_recom,not_recom"
"usual,improper,foster,1,less_conv,inconv,problematic,recommended,priority"
"usual,improper,foster,1,less_conv,inconv,problematic,priority,priority"
"usual,improper,foster,1,less_conv,inconv,problematic,not_recom,not_recom"
"usual,improper,foster,1,critical,convenient,nonprob,recommended,priority"
"usual,improper,foster,1,critical,convenient,nonprob,priority,priority"
"usual,improper,foster,1,critical,convenient,nonprob,not_recom,not_recom"
"usual,improper,foster,1,critical,convenient,slightly_prob,recommended,priority"
"usual,improper,foster,1,critical,convenient,slightly_prob,priority,priority"
"usual,improper,foster,1,critical,convenient,slightly_prob,not_recom,not_recom"
"usual,improper,foster,1,critical,convenient,problematic,recommended,priority"
"usual,improper,foster,1,critical,convenient,problematic,priority,priority"
"usual,improper,foster,1,critical,convenient,problematic,not_recom,not_recom"
"usual,improper,foster,1,critical,inconv,nonprob,recommended,priority"
"usual,improper,foster,1,critical,inconv,nonprob,priority,priority"
"usual,improper,foster,1,critical,inconv,nonprob,not_recom,not_recom"
"usual,improper,foster,1,critical,inconv,slightly_prob,recommended,priority"
"usual,improper,foster,1,critical,inconv,slightly_prob,priority,priority"
"usual,improper,foster,1,critical,inconv,slightly_prob,not_recom,not_recom"
"usual,improper,foster,1,critical,inconv,problematic,recommended,priority"
"usual,improper,foster,1,critical,inconv,problematic,priority,priority"
"usual,improper,foster,1,critical,inconv,problematic,not_recom,not_recom"
"usual,improper,foster,2,convenient,convenient,nonprob,recommended,very_recom"
"usual,improper,foster,2,convenient,convenient,nonprob,priority,priority"
"usual,improper,foster,2,convenient,convenient,nonprob,not_recom,not_recom"
"usual,improper,foster,2,convenient,convenient,slightly_prob,recommended,very_recom"
"usual,improper,foster,2,convenient,convenient,slightly_prob,priority,priority"
"usual,improper,foster,2,convenient,convenient,slightly_prob,not_recom,not_recom"
"usual,improper,foster,2,convenient,convenient,problematic,recommended,priority"
"usual,improper,foster,2,convenient,convenient,problematic,priority,priority"
"usual,improper,foster,2,convenient,convenient,problematic,not_recom,not_recom"
"usual,improper,foster,2,convenient,inconv,nonprob,recommended,priority"
"usual,improper,foster,2,convenient,inconv,nonprob,priority,priority"
"usual,improper,foster,2,convenient,inconv,nonprob,not_recom,not_recom"
"usual,improper,foster,2,convenient,inconv,slightly_prob,recommended,priority"
"usual,improper,foster,2,convenient,inconv,slightly_prob,priority,priority"
"usual,improper,foster,2,convenient,inconv,slightly_prob,not_recom,not_recom"
"usual,improper,foster,2,convenient,inconv,problematic,recommended,priority"
"usual,improper,foster,2,convenient,inconv,problematic,priority,priority"
"usual,improper,foster,2,convenient,inconv,problematic,not_recom,not_recom"
"usual,improper,foster,2,less_conv,convenient,nonprob,recommended,priority"
"usual,improper,foster,2,less_conv,convenient,nonprob,priority,priority"
"usual,improper,foster,2,less_conv,convenient,nonprob,not_recom,not_recom"
"usual,improper,foster,2,less_conv,convenient,slightly_prob,recommended,priority"
"usual,improper,foster,2,less_conv,convenient,slightly_prob,priority,priority"
"usual,improper,foster,2,less_conv,convenient,slightly_prob,not_recom,not_recom"
"usual,improper,foster,2,less_conv,convenient,problematic,recommended,priority"
"usual,improper,foster,2,less_conv,convenient,problematic,priority,priority"
"usual,improper,foster,2,less_conv,convenient,problematic,not_recom,not_recom"
"usual,improper,foster,2,less_conv,inconv,nonprob,recommended,priority"
"usual,improper,foster,2,less_conv,inconv,nonprob,priority,priority"
"usual,improper,foster,2,less_conv,inconv,nonprob,not_recom,not_recom"
"usual,improper,foster,2,less_conv,inconv,slightly_prob,recommended,priority"
"usual,improper,foster,2,less_conv,inconv,slightly_prob,priority,priority"
"usual,improper,foster,2,less_conv,inconv,slightly_prob,not_recom,not_recom"
"usual,improper,foster,2,less_conv,inconv,problematic,recommended,priority"
"usual,improper,foster,2,less_conv,inconv,problematic,priority,priority"
"usual,improper,foster,2,less_conv,inconv,problematic,not_recom,not_recom"
"usual,improper,foster,2,critical,convenient,nonprob,recommended,priority"
"usual,improper,foster,2,critical,convenient,nonprob,priority,priority"
"usual,improper,foster,2,critical,convenient,nonprob,not_recom,not_recom"
"usual,improper,foster,2,critical,convenient,slightly_prob,recommended,priority"
"usual,improper,foster,2,critical,convenient,slightly_prob,priority,priority"
"usual,improper,foster,2,critical,convenient,slightly_prob,not_recom,not_recom"
"usual,improper,foster,2,critical,convenient,problematic,recommended,priority"
"usual,improper,foster,2,critical,convenient,problematic,priority,priority"
"usual,improper,foster,2,critical,convenient,problematic,not_recom,not_recom"
"usual,improper,foster,2,critical,inconv,nonprob,recommended,priority"
"usual,improper,foster,2,critical,inconv,nonprob,priority,priority"
"usual,improper,foster,2,critical,inconv,nonprob,not_recom,not_recom"
"usual,improper,foster,2,critical,inconv,slightly_prob,recommended,priority"
"usual,improper,foster,2,critical,inconv,slightly_prob,priority,priority"
"usual,improper,foster,2,critical,inconv,slightly_prob,not_recom,not_recom"
"usual,improper,foster,2,critical,inconv,problematic,recommended,priority"
"usual,improper,foster,2,critical,inconv,problematic,priority,priority"
"usual,improper,foster,2,critical,inconv,problematic,not_recom,not_recom"
"usual,improper,foster,3,convenient,convenient,nonprob,recommended,very_recom"
"usual,improper,foster,3,convenient,convenient,nonprob,priority,priority"
"usual,improper,foster,3,convenient,convenient,nonprob,not_recom,not_recom"
"usual,improper,foster,3,convenient,convenient,slightly_prob,recommended,very_recom"
"usual,improper,foster,3,convenient,convenient,slightly_prob,priority,priority"
"usual,improper,foster,3,convenient,convenient,slightly_prob,not_recom,not_recom"
"usual,improper,foster,3,convenient,convenient,problematic,recommended,priority"
"usual,improper,foster,3,convenient,convenient,problematic,priority,priority"
"usual,improper,foster,3,convenient,convenient,problematic,not_recom,not_recom"
"usual,improper,foster,3,convenient,inconv,nonprob,recommended,priority"
"usual,improper,foster,3,convenient,inconv,nonprob,priority,priority"
"usual,improper,foster,3,convenient,inconv,nonprob,not_recom,not_recom"
"usual,improper,foster,3,convenient,inconv,slightly_prob,recommended,priority"
"usual,improper,foster,3,convenient,inconv,slightly_prob,priority,priority"
"usual,improper,foster,3,convenient,inconv,slightly_prob,not_recom,not_recom"
"usual,improper,foster,3,convenient,inconv,problematic,recommended,priority"
"usual,improper,foster,3,convenient,inconv,problematic,priority,priority"
"usual,improper,foster,3,convenient,inconv,problematic,not_recom,not_recom"
"usual,improper,foster,3,less_conv,convenient,nonprob,recommended,priority"
"usual,improper,foster,3,less_conv,convenient,nonprob,priority,priority"
"usual,improper,foster,3,less_conv,convenient,nonprob,not_recom,not_recom"
"usual,improper,foster,3,less_conv,convenient,slightly_prob,recommended,priority"
"usual,improper,foster,3,less_conv,convenient,slightly_prob,priority,priority"
"usual,improper,foster,3,less_conv,convenient,slightly_prob,not_recom,not_recom"
"usual,improper,foster,3,less_conv,convenient,problematic,recommended,priority"
"usual,improper,foster,3,less_conv,convenient,problematic,priority,priority"
"usual,improper,foster,3,less_conv,convenient,problematic,not_recom,not_recom"
"usual,improper,foster,3,less_conv,inconv,nonprob,recommended,priority"
"usual,improper,foster,3,less_conv,inconv,nonprob,priority,priority"
"usual,improper,foster,3,less_conv,inconv,nonprob,not_recom,not_recom"
"usual,improper,foster,3,less_conv,inconv,slightly_prob,recommended,priority"
"usual,improper,foster,3,less_conv,inconv,slightly_prob,priority,priority"
"usual,improper,foster,3,less_conv,inconv,slightly_prob,not_recom,not_recom"
"usual,improper,foster,3,less_conv,inconv,problematic,recommended,priority"
"usual,improper,foster,3,less_conv,inconv,problematic,priority,priority"
"usual,improper,foster,3,less_conv,inconv,problematic,not_recom,not_recom"
"usual,improper,foster,3,critical,convenient,nonprob,recommended,priority"
"usual,improper,foster,3,critical,convenient,nonprob,priority,priority"
"usual,improper,foster,3,critical,convenient,nonprob,not_recom,not_recom"
"usual,improper,foster,3,critical,convenient,slightly_prob,recommended,priority"
"usual,improper,foster,3,critical,convenient,slightly_prob,priority,priority"
"usual,improper,foster,3,critical,convenient,slightly_prob,not_recom,not_recom"
"usual,improper,foster,3,critical,convenient,problematic,recommended,priority"
"usual,improper,foster,3,critical,convenient,problematic,priority,priority"
"usual,improper,foster,3,critical,convenient,problematic,not_recom,not_recom"
"usual,improper,foster,3,critical,inconv,nonprob,recommended,priority"
"usual,improper,foster,3,critical,inconv,nonprob,priority,priority"
"usual,improper,foster,3,critical,inconv,nonprob,not_recom,not_recom"
"usual,improper,foster,3,critical,inconv,slightly_prob,recommended,priority"
"usual,improper,foster,3,critical,inconv,slightly_prob,priority,priority"
"usual,improper,foster,3,critical,inconv,slightly_prob,not_recom,not_recom"
"usual,improper,foster,3,critical,inconv,problematic,recommended,priority"
"usual,improper,foster,3,critical,inconv,problematic,priority,priority"
"usual,improper,foster,3,critical,inconv,problematic,not_recom,not_recom"
"usual,improper,foster,more,convenient,convenient,nonprob,recommended,very_recom"
"usual,improper,foster,more,convenient,convenient,nonprob,priority,priority"
"usual,improper,foster,more,convenient,convenient,nonprob,not_recom,not_recom"
"usual,improper,foster,more,convenient,convenient,slightly_prob,recommended,very_recom"
"usual,improper,foster,more,convenient,convenient,slightly_prob,priority,priority"
"usual,improper,foster,more,convenient,convenient,slightly_prob,not_recom,not_recom"
"usual,improper,foster,more,convenient,convenient,problematic,recommended,priority"
"usual,improper,foster,more,convenient,convenient,problematic,priority,priority"
"usual,improper,foster,more,convenient,convenient,problematic,not_recom,not_recom"
"usual,improper,foster,more,convenient,inconv,nonprob,recommended,priority"
"usual,improper,foster,more,convenient,inconv,nonprob,priority,priority"
"usual,improper,foster,more,convenient,inconv,nonprob,not_recom,not_recom"
"usual,improper,foster,more,convenient,inconv,slightly_prob,recommended,priority"
"usual,improper,foster,more,convenient,inconv,slightly_prob,priority,priority"
"usual,improper,foster,more,convenient,inconv,slightly_prob,not_recom,not_recom"
"usual,improper,foster,more,convenient,inconv,problematic,recommended,priority"
"usual,improper,foster,more,convenient,inconv,problematic,priority,priority"
"usual,improper,foster,more,convenient,inconv,problematic,not_recom,not_recom"
"usual,improper,foster,more,less_conv,convenient,nonprob,recommended,priority"
"usual,improper,foster,more,less_conv,convenient,nonprob,priority,priority"
"usual,improper,foster,more,less_conv,convenient,nonprob,not_recom,not_recom"
"usual,improper,foster,more,less_conv,convenient,slightly_prob,recommended,priority"
"usual,improper,foster,more,less_conv,convenient,slightly_prob,priority,priority"
"usual,improper,foster,more,less_conv,convenient,slightly_prob,not_recom,not_recom"
"usual,improper,foster,more,less_conv,convenient,problematic,recommended,priority"
"usual,improper,foster,more,less_conv,convenient,problematic,priority,priority"
"usual,improper,foster,more,less_conv,convenient,problematic,not_recom,not_recom"
"usual,improper,foster,more,less_conv,inconv,nonprob,recommended,priority"
"usual,improper,foster,more,less_conv,inconv,nonprob,priority,priority"
"usual,improper,foster,more,less_conv,inconv,nonprob,not_recom,not_recom"
"usual,improper,foster,more,less_conv,inconv,slightly_prob,recommended,priority"
"usual,improper,foster,more,less_conv,inconv,slightly_prob,priority,priority"
"usual,improper,foster,more,less_conv,inconv,slightly_prob,not_recom,not_recom"
"usual,improper,foster,more,less_conv,inconv,problematic,recommended,priority"
"usual,improper,foster,more,less_conv,inconv,problematic,priority,priority"
"usual,improper,foster,more,less_conv,inconv,problematic,not_recom,not_recom"
"usual,improper,foster,more,critical,convenient,nonprob,recommended,priority"
"usual,improper,foster,more,critical,convenient,nonprob,priority,priority"
"usual,improper,foster,more,critical,convenient,nonprob,not_recom,not_recom"
"usual,improper,foster,more,critical,convenient,slightly_prob,recommended,priority"
