"usual,proper,complete,1,convenient,convenient,nonprob,recommended,recommend"
"pretentious,less_proper,completed,1,critical,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,completed,1,critical,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,completed,1,critical,convenient,problematic,recommended,priority"
"pretentious,less_proper,completed,1,critical,convenient,problematic,priority,priority"
"pretentious,less_proper,completed,1,critical,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,completed,1,critical,inconv,nonprob,recommended,priority"
"pretentious,less_proper,completed,1,critical,inconv,nonprob,priority,priority"
"pretentious,less_proper,completed,1,critical,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,completed,1,critical,inconv,slightly_prob,recommended,priority"
"pretentious,less_proper,completed,1,critical,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,completed,1,critical,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,completed,1,critical,inconv,problematic,recommended,priority"
"pretentious,less_proper,completed,1,critical,inconv,problematic,priority,priority"
"pretentious,less_proper,completed,1,critical,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,completed,2,convenient,convenient,nonprob,recommended,very_recom"
"pretentious,less_proper,completed,2,convenient,convenient,nonprob,priority,priority"
"pretentious,less_proper,completed,2,convenient,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,completed,2,convenient,convenient,slightly_prob,recommended,very_recom"
"pretentious,less_proper,completed,2,convenient,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,completed,2,convenient,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,completed,2,convenient,convenient,problematic,recommended,priority"
"pretentious,less_proper,completed,2,convenient,convenient,problematic,priority,priority"
"pretentious,less_proper,completed,2,convenient,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,completed,2,convenient,inconv,nonprob,recommended,very_recom"
"pretentious,less_proper,completed,2,convenient,inconv,nonprob,priority,priority"
"pretentious,less_proper,completed,2,convenient,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,completed,2,convenient,inconv,slightly_prob,recommended,very_recom"
"pretentious,less_proper,completed,2,convenient,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,completed,2,convenient,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,completed,2,convenient,inconv,problematic,recommended,priority"
"pretentious,less_proper,completed,2,convenient,inconv,problematic,priority,priority"
"pretentious,less_proper,completed,2,convenient,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,completed,2,less_conv,convenient,nonprob,recommended,very_recom"
"pretentious,less_proper,completed,2,less_conv,convenient,nonprob,priority,priority"
"pretentious,less_proper,completed,2,less_conv,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,completed,2,less_conv,convenient,slightly_prob,recommended,very_recom"
"pretentious,less_proper,completed,2,less_conv,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,completed,2,less_conv,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,completed,2,less_conv,convenient,problematic,recommended,priority"
"pretentious,less_proper,completed,2,less_conv,convenient,problematic,priority,priority"
"pretentious,less_proper,completed,2,less_conv,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,completed,2,less_conv,inconv,nonprob,recommended,very_recom"
"pretentious,less_proper,completed,2,less_conv,inconv,nonprob,priority,priority"
"pretentious,less_proper,completed,2,less_conv,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,completed,2,less_conv,inconv,slightly_prob,recommended,very_recom"
"pretentious,less_proper,completed,2,less_conv,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,completed,2,less_conv,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,completed,2,less_conv,inconv,problematic,recommended,priority"
"pretentious,less_proper,completed,2,less_conv,inconv,problematic,priority,priority"
"pretentious,less_proper,completed,2,less_conv,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,completed,2,critical,convenient,nonprob,recommended,priority"
"pretentious,less_proper,completed,2,critical,convenient,nonprob,priority,priority"
"pretentious,less_proper,completed,2,critical,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,completed,2,critical,convenient,slightly_prob,recommended,priority"
"pretentious,less_proper,completed,2,critical,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,completed,2,critical,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,completed,2,critical,convenient,problematic,recommended,priority"
"pretentious,less_proper,completed,2,critical,convenient,problematic,priority,priority"
"pretentious,less_proper,completed,2,critical,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,completed,2,critical,inconv,nonprob,recommended,priority"
"pretentious,less_proper,completed,2,critical,inconv,nonprob,priority,priority"
"pretentious,less_proper,completed,2,critical,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,completed,2,critical,inconv,slightly_prob,recommended,priority"
"pretentious,less_proper,completed,2,critical,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,completed,2,critical,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,completed,2,critical,inconv,problematic,recommended,priority"
"pretentious,less_proper,completed,2,critical,inconv,problematic,priority,priority"
"pretentious,less_proper,completed,2,critical,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,completed,3,convenient,convenient,nonprob,recommended,very_recom"
"pretentious,less_proper,completed,3,convenient,convenient,nonprob,priority,priority"
"pretentious,less_proper,completed,3,convenient,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,completed,3,convenient,convenient,slightly_prob,recommended,very_recom"
"pretentious,less_proper,completed,3,convenient,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,completed,3,convenient,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,completed,3,convenient,convenient,problematic,recommended,priority"
"pretentious,less_proper,completed,3,convenient,convenient,problematic,priority,priority"
"pretentious,less_proper,completed,3,convenient,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,completed,3,convenient,inconv,nonprob,recommended,priority"
"pretentious,less_proper,completed,3,convenient,inconv,nonprob,priority,priority"
"pretentious,less_proper,completed,3,convenient,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,completed,3,convenient,inconv,slightly_prob,recommended,priority"
"pretentious,less_proper,completed,3,convenient,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,completed,3,convenient,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,completed,3,convenient,inconv,problematic,recommended,priority"
"pretentious,less_proper,completed,3,convenient,inconv,problematic,priority,priority"
"pretentious,less_proper,completed,3,convenient,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,completed,3,less_conv,convenient,nonprob,recommended,priority"
"pretentious,less_proper,completed,3,less_conv,convenient,nonprob,priority,priority"
"pretentious,less_proper,completed,3,less_conv,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,completed,3,less_conv,convenient,slightly_prob,recommended,priority"
"pretentious,less_proper,completed,3,less_conv,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,completed,3,less_conv,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,completed,3,less_conv,convenient,problematic,recommended,priority"
"pretentious,less_proper,completed,3,less_conv,convenient,problematic,priority,priority"
"pretentious,less_proper,completed,3,less_conv,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,completed,3,less_conv,inconv,nonprob,recommended,priority"
"pretentious,less_proper,completed,3,less_conv,inconv,nonprob,priority,priority"
"pretentious,less_proper,completed,3,less_conv,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,completed,3,less_conv,inconv,slightly_prob,recommended,priority"
"pretentious,less_proper,completed,3,less_conv,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,completed,3,less_conv,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,completed,3,less_conv,inconv,problematic,recommended,priority"
"pretentious,less_proper,completed,3,less_conv,inconv,problematic,priority,priority"
"pretentious,less_proper,completed,3,less_conv,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,completed,3,critical,convenient,nonprob,recommended,priority"
"pretentious,less_proper,completed,3,critical,convenient,nonprob,priority,priority"
"pretentious,less_proper,completed,3,critical,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,completed,3,critical,convenient,slightly_prob,recommended,priority"
"pretentious,less_proper,completed,3,critical,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,completed,3,critical,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,completed,3,critical,convenient,problematic,recommended,priority"
"pretentious,less_proper,completed,3,critical,convenient,problematic,priority,priority"
"pretentious,less_proper,completed,3,critical,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,completed,3,critical,inconv,nonprob,recommended,priority"
"pretentious,less_proper,completed,3,critical,inconv,nonprob,priority,priority"
"pretentious,less_proper,completed,3,critical,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,completed,3,critical,inconv,slightly_prob,recommended,priority"
"pretentious,less_proper,completed,3,critical,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,completed,3,critical,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,completed,3,critical,inconv,problematic,recommended,priority"
"pretentious,less_proper,completed,3,critical,inconv,problematic,priority,priority"
"pretentious,less_proper,completed,3,critical,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,completed,more,convenient,convenient,nonprob,recommended,very_recom"
"pretentious,less_proper,completed,more,convenient,convenient,nonprob,priority,priority"
"pretentious,less_proper,completed,more,convenient,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,completed,more,convenient,convenient,slightly_prob,recommended,very_recom"
"pretentious,less_proper,completed,more,convenient,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,completed,more,convenient,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,completed,more,convenient,convenient,problematic,recommended,priority"
"pretentious,less_proper,completed,more,convenient,convenient,problematic,priority,priority"
"pretentious,less_proper,completed,more,convenient,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,completed,more,convenient,inconv,nonprob,recommended,priority"
"pretentious,less_proper,completed,more,convenient,inconv,nonprob,priority,priority"
"pretentious,less_proper,completed,more,convenient,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,completed,more,convenient,inconv,slightly_prob,recommended,priority"
"pretentious,less_proper,completed,more,convenient,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,completed,more,convenient,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,completed,more,convenient,inconv,problematic,recommended,priority"
"pretentious,less_proper,completed,more,convenient,inconv,problematic,priority,priority"
"pretentious,less_proper,completed,more,convenient,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,completed,more,less_conv,convenient,nonprob,recommended,priority"
"pretentious,less_proper,completed,more,less_conv,convenient,nonprob,priority,priority"
"pretentious,less_proper,completed,more,less_conv,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,completed,more,less_conv,convenient,slightly_prob,recommended,priority"
"pretentious,less_proper,completed,more,less_conv,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,completed,more,less_conv,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,completed,more,less_conv,convenient,problematic,recommended,priority"
"pretentious,less_proper,completed,more,less_conv,convenient,problematic,priority,priority"
"pretentious,less_proper,completed,more,less_conv,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,completed,more,less_conv,inconv,nonprob,recommended,priority"
"pretentious,less_proper,completed,more,less_conv,inconv,nonprob,priority,priority"
"pretentious,less_proper,completed,more,less_conv,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,completed,more,less_conv,inconv,slightly_prob,recommended,priority"
"pretentious,less_proper,completed,more,less_conv,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,completed,more,less_conv,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,completed,more,less_conv,inconv,problematic,recommended,priority"
"pretentious,less_proper,completed,more,less_conv,inconv,problematic,priority,priority"
"pretentious,less_proper,completed,more,less_conv,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,completed,more,critical,convenient,nonprob,recommended,priority"
"pretentious,less_proper,completed,more,critical,convenient,nonprob,priority,priority"
"pretentious,less_proper,completed,more,critical,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,completed,more,critical,convenient,slightly_prob,recommended,priority"
"pretentious,less_proper,completed,more,critical,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,completed,more,critical,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,completed,more,critical,convenient,problematic,recommended,priority"
"pretentious,less_proper,completed,more,critical,convenient,problematic,priority,priority"
"pretentious,less_proper,completed,more,critical,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,completed,more,critical,inconv,nonprob,recommended,priority"
"pretentious,less_proper,completed,more,critical,inconv,nonprob,priority,priority"
"pretentious,less_proper,completed,more,critical,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,completed,more,critical,inconv,slightly_prob,recommended,priority"
"pretentious,less_proper,completed,more,critical,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,completed,more,critical,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,completed,more,critical,inconv,problematic,recommended,priority"
"pretentious,less_proper,completed,more,critical,inconv,problematic,priority,priority"
"pretentious,less_proper,completed,more,critical,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,incomplete,1,convenient,convenient,nonprob,recommended,very_recom"
"pretentious,less_proper,incomplete,1,convenient,convenient,nonprob,priority,priority"
"pretentious,less_proper,incomplete,1,convenient,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,incomplete,1,convenient,convenient,slightly_prob,recommended,very_recom"
"pretentious,less_proper,incomplete,1,convenient,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,incomplete,1,convenient,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,incomplete,1,convenient,convenient,problematic,recommended,priority"
"pretentious,less_proper,incomplete,1,convenient,convenient,problematic,priority,priority"
"pretentious,less_proper,incomplete,1,convenient,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,incomplete,1,convenient,inconv,nonprob,recommended,very_recom"
"pretentious,less_proper,incomplete,1,convenient,inconv,nonprob,priority,priority"
"pretentious,less_proper,incomplete,1,convenient,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,incomplete,1,convenient,inconv,slightly_prob,recommended,very_recom"
"pretentious,less_proper,incomplete,1,convenient,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,incomplete,1,convenient,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,incomplete,1,convenient,inconv,problematic,recommended,priority"
"pretentious,less_proper,incomplete,1,convenient,inconv,problematic,priority,priority"
"pretentious,less_proper,incomplete,1,convenient,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,incomplete,1,less_conv,convenient,nonprob,recommended,very_recom"
"pretentious,less_proper,incomplete,1,less_conv,convenient,nonprob,priority,priority"
"pretentious,less_proper,incomplete,1,less_conv,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,incomplete,1,less_conv,convenient,slightly_prob,recommended,very_recom"
"pretentious,less_proper,incomplete,1,less_conv,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,incomplete,1,less_conv,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,incomplete,1,less_conv,convenient,problematic,recommended,priority"
"pretentious,less_proper,incomplete,1,less_conv,convenient,problematic,priority,priority"
"pretentious,less_proper,incomplete,1,less_conv,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,incomplete,1,less_conv,inconv,nonprob,recommended,very_recom"
"pretentious,less_proper,incomplete,1,less_conv,inconv,nonprob,priority,priority"
"pretentious,less_proper,incomplete,1,less_conv,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,incomplete,1,less_conv,inconv,slightly_prob,recommended,very_recom"
"pretentious,less_proper,incomplete,1,less_conv,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,incomplete,1,less_conv,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,incomplete,1,less_conv,inconv,problematic,recommended,priority"
"pretentious,less_proper,incomplete,1,less_conv,inconv,problematic,priority,priority"
"pretentious,less_proper,incomplete,1,less_conv,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,incomplete,1,critical,convenient,nonprob,recommended,priority"
"pretentious,less_proper,incomplete,1,critical,convenient,nonprob,priority,priority"
"pretentious,less_proper,incomplete,1,critical,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,incomplete,1,critical,convenient,slightly_prob,recommended,priority"
"pretentious,less_proper,incomplete,1,critical,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,incomplete,1,critical,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,incomplete,1,critical,convenient,problematic,recommended,priority"
"pretentious,less_proper,incomplete,1,critical,convenient,problematic,priority,priority"
"pretentious,less_proper,incomplete,1,critical,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,incomplete,1,critical,inconv,nonprob,recommended,priority"
"pretentious,less_proper,incomplete,1,critical,inconv,nonprob,priority,priority"
"pretentious,less_proper,incomplete,1,critical,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,incomplete,1,critical,inconv,slightly_prob,recommended,priority"
"pretentious,less_proper,incomplete,1,critical,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,incomplete,1,critical,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,incomplete,1,critical,inconv,problematic,recommended,priority"
"pretentious,less_proper,incomplete,1,critical,inconv,problematic,priority,priority"
"pretentious,less_proper,incomplete,1,critical,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,incomplete,2,convenient,convenient,nonprob,recommended,very_recom"
"pretentious,less_proper,incomplete,2,convenient,convenient,nonprob,priority,priority"
"pretentious,less_proper,incomplete,2,convenient,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,incomplete,2,convenient,convenient,slightly_prob,recommended,very_recom"
"pretentious,less_proper,incomplete,2,convenient,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,incomplete,2,convenient,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,incomplete,2,convenient,convenient,problematic,recommended,priority"
"pretentious,less_proper,incomplete,2,convenient,convenient,problematic,priority,priority"
"pretentious,less_proper,incomplete,2,convenient,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,incomplete,2,convenient,inconv,nonprob,recommended,priority"
"pretentious,less_proper,incomplete,2,convenient,inconv,nonprob,priority,priority"
"pretentious,less_proper,incomplete,2,convenient,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,incomplete,2,convenient,inconv,slightly_prob,recommended,priority"
"pretentious,less_proper,incomplete,2,convenient,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,incomplete,2,convenient,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,incomplete,2,convenient,inconv,problematic,recommended,priority"
"pretentious,less_proper,incomplete,2,convenient,inconv,problematic,priority,priority"
"pretentious,less_proper,incomplete,2,convenient,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,incomplete,2,less_conv,convenient,nonprob,recommended,priority"
"pretentious,less_proper,incomplete,2,less_conv,convenient,nonprob,priority,priority"
"pretentious,less_proper,incomplete,2,less_conv,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,incomplete,2,less_conv,convenient,slightly_prob,recommended,priority"
"pretentious,less_proper,incomplete,2,less_conv,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,incomplete,2,less_conv,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,incomplete,2,less_conv,convenient,problematic,recommended,priority"
"pretentious,less_proper,incomplete,2,less_conv,convenient,problematic,priority,priority"
"pretentious,less_proper,incomplete,2,less_conv,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,incomplete,2,less_conv,inconv,nonprob,recommended,priority"
"pretentious,less_proper,incomplete,2,less_conv,inconv,nonprob,priority,priority"
"pretentious,less_proper,incomplete,2,less_conv,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,incomplete,2,less_conv,inconv,slightly_prob,recommended,priority"
"pretentious,less_proper,incomplete,2,less_conv,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,incomplete,2,less_conv,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,incomplete,2,less_conv,inconv,problematic,recommended,priority"
"pretentious,less_proper,incomplete,2,less_conv,inconv,problematic,priority,priority"
"pretentious,less_proper,incomplete,2,less_conv,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,incomplete,2,critical,convenient,nonprob,recommended,priority"
"pretentious,less_proper,incomplete,2,critical,convenient,nonprob,priority,priority"
"pretentious,less_proper,incomplete,2,critical,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,incomplete,2,critical,convenient,slightly_prob,recommended,priority"
"pretentious,less_proper,incomplete,2,critical,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,incomplete,2,critical,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,incomplete,2,critical,convenient,problematic,recommended,priority"
"pretentious,less_proper,incomplete,2,critical,convenient,problematic,priority,priority"
"pretentious,less_proper,incomplete,2,critical,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,incomplete,2,critical,inconv,nonprob,recommended,priority"
"pretentious,less_proper,incomplete,2,critical,inconv,nonprob,priority,priority"
"pretentious,less_proper,incomplete,2,critical,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,incomplete,2,critical,inconv,slightly_prob,recommended,priority"
"pretentious,less_proper,incomplete,2,critical,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,incomplete,2,critical,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,incomplete,2,critical,inconv,problematic,recommended,priority"
"pretentious,less_proper,incomplete,2,critical,inconv,problematic,priority,priority"
"pretentious,less_proper,incomplete,2,critical,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,incomplete,3,convenient,convenient,nonprob,recommended,very_recom"
"pretentious,less_proper,incomplete,3,convenient,convenient,nonprob,priority,priority"
"pretentious,less_proper,incomplete,3,convenient,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,incomplete,3,convenient,convenient,slightly_prob,recommended,very_recom"
"pretentious,less_proper,incomplete,3,convenient,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,incomplete,3,convenient,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,incomplete,3,convenient,convenient,problematic,recommended,priority"
"pretentious,less_proper,incomplete,3,convenient,convenient,problematic,priority,priority"
"pretentious,less_proper,incomplete,3,convenient,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,incomplete,3,convenient,inconv,nonprob,recommended,priority"
"pretentious,less_proper,incomplete,3,convenient,inconv,nonprob,priority,priority"
"pretentious,less_proper,incomplete,3,convenient,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,incomplete,3,convenient,inconv,slightly_prob,recommended,priority"
"pretentious,less_proper,incomplete,3,convenient,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,incomplete,3,convenient,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,incomplete,3,convenient,inconv,problematic,recommended,priority"
"pretentious,less_proper,incomplete,3,convenient,inconv,problematic,priority,priority"
"pretentious,less_proper,incomplete,3,convenient,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,incomplete,3,less_conv,convenient,nonprob,recommended,priority"
"pretentious,less_proper,incomplete,3,less_conv,convenient,nonprob,priority,priority"
"pretentious,less_proper,incomplete,3,less_conv,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,incomplete,3,less_conv,convenient,slightly_prob,recommended,priority"
"pretentious,less_proper,incomplete,3,less_conv,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,incomplete,3,less_conv,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,incomplete,3,less_conv,convenient,problematic,recommended,priority"
"pretentious,less_proper,incomplete,3,less_conv,convenient,problematic,priority,priority"
"pretentious,less_proper,incomplete,3,less_conv,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,incomplete,3,less_conv,inconv,nonprob,recommended,priority"
"pretentious,less_proper,incomplete,3,less_conv,inconv,nonprob,priority,priority"
"pretentious,less_proper,incomplete,3,less_conv,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,incomplete,3,less_conv,inconv,slightly_prob,recommended,priority"
"pretentious,less_proper,incomplete,3,less_conv,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,incomplete,3,less_conv,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,incomplete,3,less_conv,inconv,problematic,recommended,priority"
"pretentious,less_proper,incomplete,3,less_conv,inconv,problematic,priority,priority"
"pretentious,less_proper,incomplete,3,less_conv,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,incomplete,3,critical,convenient,nonprob,recommended,priority"
"pretentious,less_proper,incomplete,3,critical,convenient,nonprob,priority,priority"
"pretentious,less_proper,incomplete,3,critical,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,incomplete,3,critical,convenient,slightly_prob,recommended,priority"
"pretentious,less_proper,incomplete,3,critical,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,incomplete,3,critical,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,incomplete,3,critical,convenient,problematic,recommended,priority"
"pretentious,less_proper,incomplete,3,critical,convenient,problematic,priority,priority"
"pretentious,less_proper,incomplete,3,critical,convenient,problematic,not_recom,not_recom"
