"usual,proper,complete,1,convenient,convenient,nonprob,recommended,recommend"
"pretentious,less_proper,incomplete,3,critical,inconv,nonprob,recommended,priority"
"pretentious,less_proper,incomplete,3,critical,inconv,nonprob,priority,priority"
"pretentious,less_proper,incomplete,3,critical,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,incomplete,3,critical,inconv,slightly_prob,recommended,priority"
"pretentious,less_proper,incomplete,3,critical,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,incomplete,3,critical,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,incomplete,3,critical,inconv,problematic,recommended,priority"
"pretentious,less_proper,incomplete,3,critical,inconv,problematic,priority,priority"
"pretentious,less_proper,incomplete,3,critical,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,incomplete,more,convenient,convenient,nonprob,recommended,very_recom"
"pretentious,less_proper,incomplete,more,convenient,convenient,nonprob,priority,priority"
"pretentious,less_proper,incomplete,more,convenient,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,incomplete,more,convenient,convenient,slightly_prob,recommended,very_recom"
"pretentious,less_proper,incomplete,more,convenient,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,incomplete,more,convenient,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,incomplete,more,convenient,convenient,problematic,recommended,priority"
"pretentious,less_proper,incomplete,more,convenient,convenient,problematic,priority,priority"
"pretentious,less_proper,incomplete,more,convenient,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,incomplete,more,convenient,inconv,nonprob,recommended,priority"
"pretentious,less_proper,incomplete,more,convenient,inconv,nonprob,priority,priority"
"pretentious,less_proper,incomplete,more,convenient,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,incomplete,more,convenient,inconv,slightly_prob,recommended,priority"
"pretentious,less_proper,incomplete,more,convenient,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,incomplete,more,convenient,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,incomplete,more,convenient,inconv,problematic,recommended,priority"
"pretentious,less_proper,incomplete,more,convenient,inconv,problematic,priority,priority"
"pretentious,less_proper,incomplete,more,convenient,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,incomplete,more,less_conv,convenient,nonprob,recommended,priority"
"pretentious,less_proper,incomplete,more,less_conv,convenient,nonprob,priority,priority"
"pretentious,less_proper,incomplete,more,less_conv,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,incomplete,more,less_conv,convenient,slightly_prob,recommended,priority"
"pretentious,less_proper,incomplete,more,less_conv,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,incomplete,more,less_conv,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,incomplete,more,less_conv,convenient,problematic,recommended,priority"
"pretentious,less_proper,incomplete,more,less_conv,convenient,problematic,priority,priority"
"pretentious,less_proper,incomplete,more,less_conv,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,incomplete,more,less_conv,inconv,nonprob,recommended,priority"
"pretentious,less_proper,incomplete,more,less_conv,inconv,nonprob,priority,priority"
"pretentious,less_proper,incomplete,more,less_conv,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,incomplete,more,less_conv,inconv,slightly_prob,recommended,priority"
"pretentious,less_proper,incomplete,more,less_conv,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,incomplete,more,less_conv,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,incomplete,more,less_conv,inconv,problematic,recommended,priority"
"pretentious,less_proper,incomplete,more,less_conv,inconv,problematic,priority,priority"
"pretentious,less_proper,incomplete,more,less_conv,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,incomplete,more,critical,convenient,nonprob,recommended,priority"
"pretentious,less_proper,incomplete,more,critical,convenient,nonprob,priority,priority"
"pretentious,less_proper,incomplete,more,critical,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,incomplete,more,critical,convenient,slightly_prob,recommended,priority"
"pretentious,less_proper,incomplete,more,critical,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,incomplete,more,critical,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,incomplete,more,critical,convenient,problematic,recommended,priority"
"pretentious,less_proper,incomplete,more,critical,convenient,problematic,priority,priority"
"pretentious,less_proper,incomplete,more,critical,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,incomplete,more,critical,inconv,nonprob,recommended,priority"
"pretentious,less_proper,incomplete,more,critical,inconv,nonprob,priority,priority"
"pretentious,less_proper,incomplete,more,critical,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,incomplete,more,critical,inconv,slightly_prob,recommended,priority"
"pretentious,less_proper,incomplete,more,critical,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,incomplete,more,critical,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,incomplete,more,critical,inconv,problematic,recommended,priority"
"pretentious,less_proper,incomplete,more,critical,inconv,problematic,priority,priority"
"pretentious,less_proper,incomplete,more,critical,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,foster,1,convenient,convenient,nonprob,recommended,very_recom"
"pretentious,less_proper,foster,1,convenient,convenient,nonprob,priority,priority"
"pretentious,less_proper,foster,1,convenient,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,foster,1,convenient,convenient,slightly_prob,recommended,very_recom"
"pretentious,less_proper,foster,1,convenient,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,foster,1,convenient,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,foster,1,convenient,convenient,problematic,recommended,priority"
"pretentious,less_proper,foster,1,convenient,convenient,problematic,priority,priority"
"pretentious,less_proper,foster,1,convenient,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,foster,1,convenient,inconv,nonprob,recommended,priority"
"pretentious,less_proper,foster,1,convenient,inconv,nonprob,priority,priority"
"pretentious,less_proper,foster,1,convenient,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,foster,1,convenient,inconv,slightly_prob,recommended,priority"
"pretentious,less_proper,foster,1,convenient,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,foster,1,convenient,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,foster,1,convenient,inconv,problematic,recommended,priority"
"pretentious,less_proper,foster,1,convenient,inconv,problematic,priority,priority"
"pretentious,less_proper,foster,1,convenient,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,foster,1,less_conv,convenient,nonprob,recommended,priority"
"pretentious,less_proper,foster,1,less_conv,convenient,nonprob,priority,priority"
"pretentious,less_proper,foster,1,less_conv,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,foster,1,less_conv,convenient,slightly_prob,recommended,priority"
"pretentious,less_proper,foster,1,less_conv,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,foster,1,less_conv,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,foster,1,less_conv,convenient,problematic,recommended,priority"
"pretentious,less_proper,foster,1,less_conv,convenient,problematic,priority,priority"
"pretentious,less_proper,foster,1,less_conv,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,foster,1,less_conv,inconv,nonprob,recommended,priority"
"pretentious,less_proper,foster,1,less_conv,inconv,nonprob,priority,priority"
"pretentious,less_proper,foster,1,less_conv,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,foster,1,less_conv,inconv,slightly_prob,recommended,priority"
"pretentious,less_proper,foster,1,less_conv,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,foster,1,less_conv,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,foster,1,less_conv,inconv,problematic,recommended,priority"
"pretentious,less_proper,foster,1,less_conv,inconv,problematic,priority,priority"
"pretentious,less_proper,foster,1,less_conv,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,foster,1,critical,convenient,nonprob,recommended,priority"
"pretentious,less_proper,foster,1,critical,convenient,nonprob,priority,priority"
"pretentious,less_proper,foster,1,critical,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,foster,1,critical,convenient,slightly_prob,recommended,priority"
"pretentious,less_proper,foster,1,critical,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,foster,1,critical,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,foster,1,critical,convenient,problematic,recommended,priority"
"pretentious,less_proper,foster,1,critical,convenient,problematic,priority,priority"
"pretentious,less_proper,foster,1,critical,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,foster,1,critical,inconv,nonprob,recommended,priority"
"pretentious,less_proper,foster,1,critical,inconv,nonprob,priority,priority"
"pretentious,less_proper,foster,1,critical,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,foster,1,critical,inconv,slightly_prob,recommended,priority"
"pretentious,less_proper,foster,1,critical,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,foster,1,critical,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,foster,1,critical,inconv,problematic,recommended,priority"
"pretentious,less_proper,foster,1,critical,inconv,problematic,priority,priority"
"pretentious,less_proper,foster,1,critical,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,foster,2,convenient,convenient,nonprob,recommended,very_recom"
"pretentious,less_proper,foster,2,convenient,convenient,nonprob,priority,priority"
"pretentious,less_proper,foster,2,convenient,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,foster,2,convenient,convenient,slightly_prob,recommended,very_recom"
"pretentious,less_proper,foster,2,convenient,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,foster,2,convenient,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,foster,2,convenient,convenient,problematic,recommended,priority"
"pretentious,less_proper,foster,2,convenient,convenient,problematic,priority,priority"
"pretentious,less_proper,foster,2,convenient,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,foster,2,convenient,inconv,nonprob,recommended,priority"
"pretentious,less_proper,foster,2,convenient,inconv,nonprob,priority,priority"
"pretentious,less_proper,foster,2,convenient,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,foster,2,convenient,inconv,slightly_prob,recommended,priority"
"pretentious,less_proper,foster,2,convenient,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,foster,2,convenient,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,foster,2,convenient,inconv,problematic,recommended,priority"
"pretentious,less_proper,foster,2,convenient,inconv,problematic,priority,priority"
"pretentious,less_proper,foster,2,convenient,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,foster,2,less_conv,convenient,nonprob,recommended,priority"
"pretentious,less_proper,foster,2,less_conv,convenient,nonprob,priority,priority"
"pretentious,less_proper,foster,2,less_conv,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,foster,2,less_conv,convenient,slightly_prob,recommended,priority"
"pretentious,less_proper,foster,2,less_conv,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,foster,2,less_conv,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,foster,2,less_conv,convenient,problematic,recommended,priority"
"pretentious,less_proper,foster,2,less_conv,convenient,problematic,priority,priority"
"pretentious,less_proper,foster,2,less_conv,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,foster,2,less_conv,inconv,nonprob,recommended,priority"
"pretentious,less_proper,foster,2,less_conv,inconv,nonprob,priority,priority"
"pretentious,less_proper,foster,2,less_conv,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,foster,2,less_conv,inconv,slightly_prob,recommended,priority"
"pretentious,less_proper,foster,2,less_conv,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,foster,2,less_conv,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,foster,2,less_conv,inconv,problematic,recommended,priority"
"pretentious,less_proper,foster,2,less_conv,inconv,problematic,priority,priority"
"pretentious,less_proper,foster,2,less_conv,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,foster,2,critical,convenient,nonprob,recommended,priority"
"pretentious,less_proper,foster,2,critical,convenient,nonprob,priority,priority"
"pretentious,less_proper,foster,2,critical,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,foster,2,critical,convenient,slightly_prob,recommended,priority"
"pretentious,less_proper,foster,2,critical,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,foster,2,critical,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,foster,2,critical,convenient,problematic,recommended,priority"
"pretentious,less_proper,foster,2,critical,convenient,problematic,priority,priority"
"pretentious,less_proper,foster,2,critical,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,foster,2,critical,inconv,nonprob,recommended,priority"
"pretentious,less_proper,foster,2,critical,inconv,nonprob,priority,priority"
"pretentious,less_proper,foster,2,critical,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,foster,2,critical,inconv,slightly_prob,recommended,priority"
"pretentious,less_proper,foster,2,critical,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,foster,2,critical,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,foster,2,critical,inconv,problematic,recommended,priority"
"pretentious,less_proper,foster,2,critical,inconv,problematic,priority,priority"
"pretentious,less_proper,foster,2,critical,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,foster,3,convenient,convenient,nonprob,recommended,very_recom"
"pretentious,less_proper,foster,3,convenient,convenient,nonprob,priority,priority"
"pretentious,less_proper,foster,3,convenient,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,foster,3,convenient,convenient,slightly_prob,recommended,very_recom"
"pretentious,less_proper,foster,3,convenient,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,foster,3,convenient,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,foster,3,convenient,convenient,problematic,recommended,priority"
"pretentious,less_proper,foster,3,convenient,convenient,problematic,priority,priority"
"pretentious,less_proper,foster,3,convenient,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,foster,3,convenient,inconv,nonprob,recommended,priority"
"pretentious,less_proper,foster,3,convenient,inconv,nonprob,priority,priority"
"pretentious,less_proper,foster,3,convenient,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,foster,3,convenient,inconv,slightly_prob,recommended,priority"
"pretentious,less_proper,foster,3,convenient,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,foster,3,convenient,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,foster,3,convenient,inconv,problematic,recommended,priority"
"pretentious,less_proper,foster,3,convenient,inconv,problematic,priority,priority"
"pretentious,less_proper,foster,3,convenient,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,foster,3,less_conv,convenient,nonprob,recommended,priority"
"pretentious,less_proper,foster,3,less_conv,convenient,nonprob,priority,priority"
"pretentious,less_proper,foster,3,less_conv,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,foster,3,less_conv,convenient,slightly_prob,recommended,priority"
"pretentious,less_proper,foster,3,less_conv,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,foster,3,less_conv,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,foster,3,less_conv,convenient,problematic,recommended,priority"
"pretentious,less_proper,foster,3,less_conv,convenient,problematic,priority,priority"
"pretentious,less_proper,foster,3,less_conv,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,foster,3,less_conv,inconv,nonprob,recommended,priority"
"pretentious,less_proper,foster,3,less_conv,inconv,nonprob,priority,priority"
"pretentious,less_proper,foster,3,less_conv,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,foster,3,less_conv,inconv,slightly_prob,recommended,priority"
"pretentious,less_proper,foster,3,less_conv,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,foster,3,less_conv,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,foster,3,less_conv,inconv,problematic,recommended,priority"
"pretentious,less_proper,foster,3,less_conv,inconv,problematic,priority,priority"
"pretentious,less_proper,foster,3,less_conv,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,foster,3,critical,convenient,nonprob,recommended,priority"
"pretentious,less_proper,foster,3,critical,convenient,nonprob,priority,priority"
"pretentious,less_proper,foster,3,critical,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,foster,3,critical,convenient,slightly_prob,recommended,priority"
"pretentious,less_proper,foster,3,critical,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,foster,3,critical,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,foster,3,critical,convenient,problematic,recommended,priority"
"pretentious,less_proper,foster,3,critical,convenient,problematic,priority,priority"
"pretentious,less_proper,foster,3,critical,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,foster,3,critical,inconv,nonprob,recommended,priority"
"pretentious,less_proper,foster,3,critical,inconv,nonprob,priority,priority"
"pretentious,less_proper,foster,3,critical,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,foster,3,critical,inconv,slightly_prob,recommended,priority"
"pretentious,less_proper,foster,3,critical,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,foster,3,critical,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,foster,3,critical,inconv,problematic,recommended,priority"
"pretentious,less_proper,foster,3,critical,inconv,problematic,priority,priority"
"pretentious,less_proper,foster,3,critical,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,foster,more,convenient,convenient,nonprob,recommended,very_recom"
"pretentious,less_proper,foster,more,convenient,convenient,nonprob,priority,priority"
"pretentious,less_proper,foster,more,convenient,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,foster,more,convenient,convenient,slightly_prob,recommended,very_recom"
"pretentious,less_proper,foster,more,convenient,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,foster,more,convenient,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,foster,more,convenient,convenient,problematic,recommended,priority"
"pretentious,less_proper,foster,more,convenient,convenient,problematic,priority,priority"
"pretentious,less_proper,foster,more,convenient,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,foster,more,convenient,inconv,nonprob,recommended,priority"
"pretentious,less_proper,foster,more,convenient,inconv,nonprob,priority,priority"
"pretentious,less_proper,foster,more,convenient,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,foster,more,convenient,inconv,slightly_prob,recommended,priority"
"pretentious,less_proper,foster,more,convenient,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,foster,more,convenient,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,foster,more,convenient,inconv,problematic,recommended,priority"
"pretentious,less_proper,foster,more,convenient,inconv,problematic,priority,priority"
"pretentious,less_proper,foster,more,convenient,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,foster,more,less_conv,convenient,nonprob,recommended,priority"
"pretentious,less_proper,foster,more,less_conv,convenient,nonprob,priority,priority"
"pretentious,less_proper,foster,more,less_conv,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,foster,more,less_conv,convenient,slightly_prob,recommended,priority"
"pretentious,less_proper,foster,more,less_conv,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,foster,more,less_conv,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,foster,more,less_conv,convenient,problematic,recommended,priority"
"pretentious,less_proper,foster,more,less_conv,convenient,problematic,priority,priority"
"pretentious,less_proper,foster,more,less_conv,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,foster,more,less_conv,inconv,nonprob,recommended,priority"
"pretentious,less_proper,foster,more,less_conv,inconv,nonprob,priority,priority"
"pretentious,less_proper,foster,more,less_conv,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,foster,more,less_conv,inconv,slightly_prob,recommended,priority"
"pretentious,less_proper,foster,more,less_conv,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,foster,more,less_conv,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,foster,more,less_conv,inconv,problematic,recommended,priority"
"pretentious,less_proper,foster,more,less_conv,inconv,problematic,priority,priority"
"pretentious,less_proper,foster,more,less_conv,inconv,problematic,not_recom,not_recom"
"pretentious,less_proper,foster,more,critical,convenient,nonprob,recommended,priority"
"pretentious,less_proper,foster,more,critical,convenient,nonprob,priority,priority"
"pretentious,less_proper,foster,more,critical,convenient,nonprob,not_recom,not_recom"
"pretentious,less_proper,foster,more,critical,convenient,slightly_prob,recommended,priority"
"pretentious,less_proper,foster,more,critical,convenient,slightly_prob,priority,priority"
"pretentious,less_proper,foster,more,critical,convenient,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,foster,more,critical,convenient,problematic,recommended,priority"
"pretentious,less_proper,foster,more,critical,convenient,problematic,priority,priority"
"pretentious,less_proper,foster,more,critical,convenient,problematic,not_recom,not_recom"
"pretentious,less_proper,foster,more,critical,inconv,nonprob,recommended,priority"
"pretentious,less_proper,foster,more,critical,inconv,nonprob,priority,priority"
"pretentious,less_proper,foster,more,critical,inconv,nonprob,not_recom,not_recom"
"pretentious,less_proper,foster,more,critical,inconv,slightly_prob,recommended,priority"
"pretentious,less_proper,foster,more,critical,inconv,slightly_prob,priority,priority"
"pretentious,less_proper,foster,more,critical,inconv,slightly_prob,not_recom,not_recom"
"pretentious,less_proper,foster,more,critical,inconv,problematic,recommended,priority"
"pretentious,less_proper,foster,more,critical,inconv,problematic,priority,priority"
"pretentious,less_proper,foster,more,critical,inconv,problematic,not_recom,not_recom"
"pretentious,improper,complete,1,convenient,convenient,nonprob,recommended,priority"
"pretentious,improper,complete,1,convenient,convenient,nonprob,priority,priority"
"pretentious,improper,complete,1,convenient,convenient,nonprob,not_recom,not_recom"
"pretentious,improper,complete,1,convenient,convenient,slightly_prob,recommended,priority"
"pretentious,improper,complete,1,convenient,convenient,slightly_prob,priority,priority"
"pretentious,improper,complete,1,convenient,convenient,slightly_prob,not_recom,not_recom"
"pretentious,improper,complete,1,convenient,convenient,problematic,recommended,priority"
"pretentious,improper,complete,1,convenient,convenient,problematic,priority,priority"
"pretentious,improper,complete,1,convenient,convenient,problematic,not_recom,not_recom"
"pretentious,improper,complete,1,convenient,inconv,nonprob,recommended,priority"
"pretentious,improper,complete,1,convenient,inconv,nonprob,priority,priority"
"pretentious,improper,complete,1,convenient,inconv,nonprob,not_recom,not_recom"
"pretentious,improper,complete,1,convenient,inconv,slightly_prob,recommended,priority"
"pretentious,improper,complete,1,convenient,inconv,slightly_prob,priority,priority"
"pretentious,improper,complete,1,convenient,inconv,slightly_prob,not_recom,not_recom"
"pretentious,improper,complete,1,convenient,inconv,problematic,recommended,priority"
"pretentious,improper,complete,1,convenient,inconv,problematic,priority,priority"
"pretentious,improper,complete,1,convenient,inconv,problematic,not_recom,not_recom"
"pretentious,improper,complete,1,less_conv,convenient,nonprob,recommended,priority"
"pretentious,improper,complete,1,less_conv,convenient,nonprob,priority,priority"
"pretentious,improper,complete,1,less_conv,convenient,nonprob,not_recom,not_recom"
"pretentious,improper,complete,1,less_conv,convenient,slightly_prob,recommended,priority"
"pretentious,improper,complete,1,less_conv,convenient,slightly_prob,priority,priority"
"pretentious,improper,complete,1,less_conv,convenient,slightly_prob,not_recom,not_recom"
"pretentious,improper,complete,1,less_conv,convenient,problematic,recommended,priority"
"pretentious,improper,complete,1,less_conv,convenient,problematic,priority,priority"
"pretentious,improper,complete,1,less_conv,convenient,problematic,not_recom,not_recom"
"pretentious,improper,complete,1,less_conv,inconv,nonprob,recommended,priority"
"pretentious,improper,complete,1,less_conv,inconv,nonprob,priority,priority"
"pretentious,improper,complete,1,less_conv,inconv,nonprob,not_recom,not_recom"
"pretentious,improper,complete,1,less_conv,inconv,slightly_prob,recommended,priority"
"pretentious,improper,complete,1,less_conv,inconv,slightly_prob,priority,priority"
"pretentious,improper,complete,1,less_conv,inconv,slightly_prob,not_recom,not_recom"
"pretentious,improper,complete,1,less_conv,inconv,problematic,recommended,priority"
"pretentious,improper,complete,1,less_conv,inconv,problematic,priority,priority"
"pretentious,improper,complete,1,less_conv,inconv,problematic,not_recom,not_recom"
"pretentious,improper,complete,1,critical,convenient,nonprob,recommended,priority"
"pretentious,improper,complete,1,critical,convenient,nonprob,priority,priority"
"pretentious,improper,complete,1,critical,convenient,nonprob,not_recom,not_recom"
"pretentious,improper,complete,1,critical,convenient,slightly_prob,recommended,priority"
"pretentious,improper,complete,1,critical,convenient,slightly_prob,priority,priority"
"pretentious,improper,complete,1,critical,convenient,slightly_prob,not_recom,not_recom"
"pretentious,improper,complete,1,critical,convenient,problematic,recommended,priority"
"pretentious,improper,complete,1,critical,convenient,problematic,priority,priority"
"pretentious,improper,complete,1,critical,convenient,problematic,not_recom,not_recom"
"pretentious,improper,complete,1,critical,inconv,nonprob,recommended,priority"
"pretentious,improper,complete,1,critical,inconv,nonprob,priority,priority"
"pretentious,improper,complete,1,critical,inconv,nonprob,not_recom,not_recom"
"pretentious,improper,complete,1,critical,inconv,slightly_prob,recommended,priority"
"pretentious,improper,complete,1,critical,inconv,slightly_prob,priority,priority"
"pretentious,improper,complete,1,critical,inconv,slightly_prob,not_recom,not_recom"
"pretentious,improper,complete,1,critical,inconv,problematic,recommended,priority"
"pretentious,improper,complete,1,critical,inconv,problematic,priority,priority"
"pretentious,improper,complete,1,critical,inconv,problematic,not_recom,not_recom"
"pretentious,improper,complete,2,convenient,convenient,nonprob,recommended,priority"
"pretentious,improper,complete,2,convenient,convenient,nonprob,priority,priority"
"pretentious,improper,complete,2,convenient,convenient,nonprob,not_recom,not_recom"
"pretentious,improper,complete,2,convenient,convenient,slightly_prob,recommended,priority"
"pretentious,improper,complete,2,convenient,convenient,slightly_prob,priority,priority"
"pretentious,improper,complete,2,convenient,convenient,slightly_prob,not_recom,not_recom"
